Name,Session,Date of Introduction,Party of Sponsors,Classification,VADER Sentiment Score,TextBlob Sentiment Score
H.R. 2789,108,07/17/2003,Republican,rights,-0.9976,-0.018942577030812337
H.R. 648,108,02/05/2003,Republican,rights,-0.9976,-0.018942577030812337
S.Con.Res. 103,108,05/04/2004,Republican,rights,0.9917,0.06378787878787878
H.J.Res. 110,108,10/08/2004,Republican,rights,-0.992,0.04398148148148148
H.Con.Res. 407,108,04/21/2004,Republican,rights,0.9911,-0.06964285714285713
H.Con.Res. 413,108,05/04/2004,Republican,rights,0.9913,0.05652680652680653
H.R. 4048,108,03/25/2004,Republican,rights,0.9175,0.20523809523809522
H.R. 218,108,01/07/2003,Republican,rights,0.4215,-0.0378056628056628
H.R. 1093,108,03/05/2003,Republican,rights,0.9828,0.10621464646464646
S. 540,108,03/05/2003,Republican,rights,0.9912,0.09987636784511786
H.R. 3125,108,09/17/2003,Republican,rights,0.9547,0.0006493506493506483
H.Con.Res. 367,108,02/25/2004,Republican,rights,0.9911,-0.06964285714285713
H.Con.Res. 126,108,03/27/2003,Republican,rights,-0.9962,-0.05328282828282828
S. 1815,108,11/04/2003,Republican,rights,-0.9804,-0.022516339869281046
S.Res. 481,108,11/20/2004,Republican,rights,0.9862,0.1251984126984127
H.R. 1036,108,02/27/2003,Republican,rights,0.9867,-0.016679748822605953
H.R. 3807,108,02/11/2004,Republican,rights,0.9908,0.018177096952264743
H.R. 357,108,01/27/2003,Republican,rights,0.7706,-0.04569160997732426
S. 1806,108,10/31/2003,Republican,rights,0.9802,-0.016498447204968934
S. 659,108,03/19/2003,Republican,rights,0.9854,-0.016679748822605953
S. 1805,108,10/31/2003,Republican,rights,0.987,-0.02096128170894524
S. 1420,108,07/16/2003,Republican,rights,0.9994,0.03477520327151324
S. 1585,108,09/05/2003,Republican,rights,0.5267,-0.0625
S. 2917,108,10/07/2004,Republican,rights,0.9996,0.07529890744176458
S. 733,108,03/27/2003,Republican,rights,1.0,0.06674015060569663
H.R. 5006,108,09/07/2004,Republican,rights,1.0,0.0778677754993547
H.R. 247,108,01/08/2003,Republican,rights,1.0,0.06945501624073087
H.R. 4754,108,07/01/2004,Republican,rights,1.0,0.06726814654806573
H.R. 2443,108,06/12/2003,Republican,rights,1.0,0.059390879518963186
H.R. 1588,108,04/03/2003,Republican,rights,1.0,0.025866633480595914
