Name,Session,Date of Introduction,Party of Sponsors,Classification,VADER Sentiment Score,TextBlob Sentiment Score
H.R. 1247,107,03/27/2001,Democratic,control,-0.711,-0.021031746031746016
H.R. 2459,107,07/11/2001,Democratic,control,1.0,0.09670915858968947
S. 1215,107,07/20/2001,Democratic,control,0.5267,-0.0625
S. 890,107,05/15/2001,Republican,control,0.9896,0.08973353794642872
H.R. 2377,107,06/28/2001,Republican,control,0.9855,0.09575095057034236
H.R. 255,107,01/30/2001,Republican,control,0.9975,0.051065126856266116
S. 79,107,01/22/2001,Republican,control,-0.9837,0.06372549019607843
H.R. 507,107,02/07/2001,Republican,control,0.9961,0.10635198135198135
H.R. 1900,107,05/17/2001,Republican,control,0.9999,0.019590564397686028
H.R. 899,107,03/06/2001,Republican,control,-0.997,-0.09732142857142854
S. 437,107,03/01/2001,Republican,control,-0.9996,0.06589544989355359
S. 149,107,01/23/2001,Republican,control,0.0772,-0.125
S. 1165,107,07/11/2001,Democratic,control,0.9987,0.0013810191918999948
S. 1319,107,08/02/2001,Democratic,control,1.0,0.05580879365283008
S. 2766,107,07/22/2002,Democratic,control,1.0,0.0808134827589509
H.R. 5320,107,09/04/2002,Republican,control,1.0,0.08297261393827927
S. 16,107,01/22/2001,Democratic,control,-1.0,0.021941736444732525
H.R. 2500,107,07/13/2001,Republican,control,1.0,0.06694946309679407
H.R. 3061,107,10/09/2001,Republican,control,1.0,0.08696370286570433
S. 940,107,05/23/2001,Democratic,control,1.0,0.06724712487622284
H.R. 1990,107,05/24/2001,Democratic,control,1.0,0.06756570216153392
H.R. 340,107,01/31/2001,Democratic,control,1.0,0.09926784350841951
S. 1,107,03/28/2001,Republican,control,1.0,0.09460432581474905
H.R. 4546,107,04/23/2002,Republican,control,1.0,0.013624620402259646
H.R. 2068,107,06/06/2001,Republican,control,1.0,0.037016567544605264
H.Con.Res. 252,107,10/23/2001,Democratic,rights,0.9894,0.10520334928229665
H.Con.Res. 4,107,01/03/2001,Democratic,rights,0.9747,0.04694055944055944
S.Con.Res. 154,107,10/17/2002,Democratic,rights,0.9747,0.04694055944055944
S. 695,107,04/04/2001,Democratic,rights,0.9985,0.04670634920634921
S. 2480,107,05/08/2002,Democratic,rights,-0.6124,-0.04496031746031746
H.R. 4115,107,04/09/2002,Democratic,rights,0.9963,0.05863095238095238
H.R. 696,107,02/14/2001,Democratic,rights,-0.9413,-0.03942173839232663
S. 2515,107,05/15/2002,Democratic,rights,0.4939,-0.075
S. 2514,107,05/15/2002,Democratic,rights,0.7003,-0.08125
S. 2778,107,07/24/2002,Democratic,rights,0.5267,-0.0625
S. 906,107,05/17/2001,Republican,rights,0.4883,0.02182539682539682
H.R. 2797,107,08/02/2001,Republican,rights,-0.4215,0.04935064935064936
H.R. 1762,107,05/08/2001,Republican,rights,0.7126,0.11644736842105263
H.R. 31,107,01/03/2001,Republican,rights,-0.9976,-0.018668046928916503
H.R. 5176,107,07/22/2002,Republican,rights,0.9505,0.004259860509860509
H.R. 3250,107,11/07/2001,Republican,rights,0.9828,0.10621464646464646
H.R. 4695,107,05/09/2002,Republican,rights,0.9199,0.05892857142857143
S.Res. 239,107,04/12/2002,Republican,rights,0.2023,-0.029814814814814815
H.R. 3439,107,12/06/2001,Republican,rights,0.9366,0.12324218750000002
H.R. 123,107,01/03/2001,Republican,rights,0.7706,-0.04569160997732426
S. 2491,107,05/09/2002,Republican,rights,0.9967,0.14749579124579126
H.R. 1128,107,03/20/2001,Republican,rights,-0.8594,-0.017358682983682986
H.R. 3482,107,12/13/2001,Republican,rights,0.9992,0.059394436980643964
H.Con.Res. 411,107,05/23/2002,Republican,rights,0.8338,-0.009503968253968242
H.R. 863,107,03/06/2001,Republican,rights,0.9995,0.022236614853195193
H.R. 2386,107,06/28/2001,Republican,rights,0.9996,0.03679354163671507
H.R. 4635,107,05/01/2002,Republican,rights,-0.9939,0.0039701526543631785
S. 978,107,05/25/2001,Republican,rights,0.9996,0.040270273619510265
H.R. 2037,107,05/25/2001,Republican,rights,0.9953,-0.009958791208791203
H.R. 5710,107,11/12/2002,Republican,rights,0.34,-0.125
H.R. 1455,107,04/04/2001,Independent,rights,-0.9981,0.04097680097680099
S. 1536,107,10/11/2001,Democratic,rights,1.0,0.08340392321312108
H.R. 2215,107,06/19/2001,Republican,rights,1.0,0.042564452558004735
H.R. 5005,107,06/24/2002,Republican,rights,1.0,0.04781695539587153
H.R. 1,107,03/22/2001,Republican,rights,1.0,0.08385083989167147
