Name,Session,Date of Introduction,Party of Sponsors,Classification,VADER Sentiment Score,TextBlob Sentiment Score
H.R. 1896,112,05/13/2011,Democratic,rights,0.9904,0.1605733594942228
S. 1867,112,11/15/2011,Democratic,rights,0.7003,-0.085
S. 3254,112,06/04/2012,Democratic,rights,0.7003,-0.085
S. 418,112,02/28/2011,Democratic,rights,0.4019,0.0
H.R. 719,112,02/15/2011,Democratic,rights,-0.9881,0.07349680907716624
H.R. 1181,112,03/17/2011,Republican,rights,0.9811,0.15476190476190477
H.R. 2613,112,07/21/2011,Republican,rights,0.8555,0.15833333333333333
S. 2205,112,03/19/2012,Republican,rights,0.987,-0.049999999999999996
H.R. 5846,112,05/18/2012,Republican,rights,0.987,-0.049999999999999996
S. 2015,112,12/16/2011,Republican,rights,0.2732,0.21428571428571427
H.R. 6520,112,09/21/2012,Republican,rights,0.8263,0.06183673469387756
H.R. 4269,112,03/27/2012,Republican,rights,-0.9595,0.057479296066252586
H.R. 2615,112,07/21/2011,Republican,rights,0.9736,0.18786764705882353
H.R. 2252,112,06/21/2011,Republican,rights,-0.9961,-0.011795634920634936
S. 1959,112,12/07/2011,Republican,rights,-0.9982,0.0006609808102345329
H.R. 3543,112,12/01/2011,Republican,rights,0.9609,-0.012687969924812031
H.R. 822,112,02/18/2011,Republican,rights,0.9789,-0.015916149068322977
H.Res. 495,112,12/14/2011,Republican,rights,-0.9856,0.004745370370370372
H.Res. 352,112,07/15/2011,Republican,rights,0.9996,0.05064445674910792
S.Res. 150,112,04/14/2011,Republican,rights,0.9873,0.06992914492914491
H.Res. 532,112,02/01/2012,Republican,rights,-0.9936,0.12075892857142856
H.R. 4485,112,04/24/2012,Republican,rights,0.9992,0.01528388278388278
H.R. 2600,112,07/20/2011,Republican,rights,-0.9948,-0.0067307692307692285
H.R. 420,112,01/25/2011,Republican,rights,0.992,0.018949275362318854
S.Res. 148,112,04/14/2011,Republican,rights,0.9957,0.058448671828953525
H.Res. 429,112,10/11/2011,Republican,rights,-0.9636,0.03661616161616161
H.R. 58,112,01/05/2011,Republican,rights,0.9759,0.1498015873015873
H.R. 3131,112,10/06/2011,Republican,rights,0.993,0.02102380952380952
H.Res. 164,112,03/10/2011,Republican,rights,0.9994,0.035774186427171506
H.R. 2322,112,06/23/2011,Republican,rights,0.9989,0.01256730024941948
S. 1569,112,09/15/2011,Republican,rights,0.9999,0.11823247887192424
S. 1572,112,09/15/2011,Democratic,rights,1.0,0.05808225243845557
H.R. 3070,112,09/29/2011,Republican,rights,1.0,0.07072970950713561
H.R. 3989,112,02/09/2012,Republican,rights,1.0,0.09784464759325065
H.R. 1540,112,04/14/2011,Republican,rights,1.0,0.016798310409876713
