Name,Session,Date of Introduction,Party of Sponsors,Classification,VADER Sentiment Score,TextBlob Sentiment Score
H.R. 5150,111,04/27/2010,Democratic,rights,-0.978,0.04345440175315696
H.R. 5162,111,04/28/2010,Democratic,rights,-0.978,0.04345440175315696
H.Res. 290,111,03/26/2009,Democratic,rights,0.9965,0.18761617288961038
H.Res. 1440,111,06/14/2010,Democratic,rights,-0.9601,0.03571428571428572
H.Res. 1217,111,03/24/2010,Democratic,rights,0.9803,0.0584022038567493
H.R. 1534,111,03/16/2009,Democratic,rights,0.9559,0.046453634085213046
H.R. 1529,111,03/16/2009,Democratic,rights,-0.9779,-0.03550016976487564
S. 1801,111,10/20/2009,Democratic,rights,0.9953,0.07485599799649385
S. 159,111,01/06/2009,Democratic,rights,0.9993,0.12433785246285249
H.R. 280,111,01/07/2009,Democratic,rights,0.9993,0.12433785246285249
S. 132,111,01/06/2009,Democratic,rights,-1.0,-0.01864223639528242
H.R. 3293,111,07/22/2009,Democratic,rights,1.0,0.08042012861074327
H.R. 3619,111,09/22/2009,Democratic,rights,1.0,0.06003104249280019
H.R. 5859,111,07/26/2010,Democratic,rights,-0.9875,0.0712867687867688
S. 3237,111,04/21/2010,Democratic,rights,-0.9875,0.0712867687867688
H.R. 3021,111,06/24/2009,Republican,rights,0.8555,0.15833333333333333
S. 3265,111,04/27/2010,Republican,rights,-0.978,0.04345440175315696
H.R. 3022,111,06/24/2009,Republican,rights,0.9736,0.18786764705882353
H.R. 17,111,01/06/2009,Republican,rights,-0.9976,-0.018942577030812337
H.Res. 681,111,07/27/2009,Republican,rights,0.8789,0.12142857142857141
H.Res. 568,111,06/19/2009,Republican,rights,-0.875,0.20664335664335662
S. 2462,111,10/29/2009,Republican,rights,0.8954,0.22727272727272724
H.R. 1074,111,02/13/2009,Republican,rights,0.9222,0.18459821428571427
H.Res. 625,111,07/10/2009,Republican,rights,0.9922,0.059375000000000004
H.Res. 1534,111,07/19/2010,Republican,rights,0.9699,0.21220538720538717
H.Res. 1505,111,07/01/2010,Republican,rights,0.995,0.23492063492063492
S. 556,111,03/10/2009,Republican,rights,0.9191,0.225
S. 1638,111,08/06/2009,Republican,rights,0.9894,0.06323129251700679
H.R. 3789,111,10/13/2009,Republican,rights,0.9894,0.06323129251700679
H.R. 442,111,01/09/2009,Republican,rights,0.992,0.018949275362318854
S. 3273,111,04/28/2010,Republican,rights,0.9963,0.06873160173160174
H.R. 3893,111,10/21/2009,Republican,rights,0.9953,0.07485599799649385
H.R. 5590,111,06/24/2010,Republican,rights,1.0,0.03525379801884363
S. 160,111,01/06/2009,Independent Democrat,rights,0.0,0.0
H.R. 6161,111,09/22/2010,Democratic,rights,1.0,0.052561654465063494
H.R. 5136,111,04/26/2010,Democratic,rights,1.0,0.03641817179604679
H.R. 3288,111,07/22/2009,Democratic,rights,1.0,0.06578766870642196
H.R. 1772,111,03/26/2009,Republican,rights,-1.0,-0.01103046123276003
