Name,Session,Date of Introduction,Party of Sponsors,Classification,VADER Sentiment Score,TextBlob Sentiment Score
H.R. 6080,114,09/20/2016,Democratic,control,0.936,0.06142857142857145
S. 3058,114,06/15/2016,Democratic,control,-0.9846,0.027619047619047623
H.R. 5495,114,06/16/2016,Democratic,control,-0.9846,0.027619047619047623
S. 2330,114,11/19/2015,Democratic,control,0.8797,-0.00503246753246753
H.R. 3375,114,07/29/2015,Democratic,control,0.8602,0.12
H.R. 1449,114,03/18/2015,Democratic,control,-0.5958,0.10405844155844157
S. 1520,114,06/04/2015,Democratic,control,-0.9349,0.1144927536231884
H.J.Res. 98,114,09/20/2016,Democratic,control,0.216,-0.06958333333333336
S. 1751,114,07/13/2015,Democratic,control,0.9936,0.004202401372212693
H.R. 6024,114,09/14/2016,Democratic,control,0.9893,0.08914238914238913
H.R. 2732,114,06/11/2015,Democratic,control,0.9947,-0.015556426332288396
H.R. 5470,114,06/14/2016,Democratic,control,-0.9958,-0.01357142857142858
H.R. 3395,114,07/29/2015,Democratic,control,0.7761,0.0806159420289855
H.R. 5739,114,07/12/2016,Democratic,control,0.9855,0.055319148936170216
S. 1889,114,07/29/2015,Democratic,control,0.2529,0.07948279311724693
H.R. 3295,114,07/29/2015,Democratic,control,0.2529,0.07948279311724693
S. 2401,114,12/15/2015,Democratic,control,0.9905,0.14697492163009407
H.R. 1945,114,04/22/2015,Democratic,control,-0.9959,-0.035171554635840346
S. 1056,114,04/22/2015,Democratic,control,0.9995,0.05222653915122537
H.R. 1933,114,04/22/2015,Democratic,control,0.9995,0.05148809523809526
H.R. 1111,114,02/26/2015,Democratic,control,1.0,0.0914670274170274
H.R. 2374,114,05/15/2015,Republican,control,-0.9998,0.002380952380952377
H.R. 1217,114,03/03/2015,Republican,control,-0.9985,0.021968541541495277
H.R. 5544,114,06/21/2016,Republican,control,-0.986,0.04999999999999999
H.R. 4952,114,04/14/2016,Republican,control,0.9208,0.09078947368421052
S.J.Res. 39,114,09/08/2016,Republican,control,0.216,-0.06958333333333336
H.R. 1316,114,03/04/2015,Republican,control,0.9923,0.019216954022988515
S. 2361,114,12/07/2015,Republican,control,0.9998,0.09712197057210528
H.R. 5671,114,07/07/2016,Democratic,control,1.0,0.017926430083447072
H.R. 4269,114,12/16/2015,Democratic,control,-0.9999,0.10564045184964183
S. 2377,114,12/09/2015,Democratic,control,0.9999,0.016359417911837232
S. 1245,114,05/07/2015,Democratic,control,1.0,0.06267962843764564
H.R. 2326,114,05/14/2015,Democratic,control,1.0,0.06209161458920352
S. 2208,114,10/27/2015,Democratic,control,-1.0,0.11314181888572136
H.R. 3841,114,10/27/2015,Democratic,control,-1.0,0.11354832295076202
S. 2837,114,04/21/2016,Republican,control,1.0,0.07301613537977196
H.R. 5393,114,06/07/2016,Republican,control,1.0,0.07454987105444799
S. 1695,114,06/25/2015,Republican,control,1.0,0.06612775970163602
S.Con.Res. 11,114,03/20/2015,Republican,control,1.0,0.015215311508414991
H.R. 1735,114,04/13/2015,Republican,control,1.0,0.027683684746744645
H.R. 4909,114,04/12/2016,Republican,control,1.0,0.018226099815901713
S. 2943,114,05/18/2016,Republican,control,1.0,0.03058531133764544
H.R. 5,114,02/03/2015,Republican,control,1.0,0.10170885303894354
S. 1177,114,04/30/2015,Republican,control,1.0,0.11026378263439496
H.R. 2029,114,04/24/2015,Republican,control,1.0,0.06532967460620166
S. 2012,114,09/09/2015,Republican,control,1.0,0.055678030095393946
H.R. 22,114,01/06/2015,Republican,control,1.0,0.09126364945427824
S. 3492,114,12/01/2016,Democratic,rights,-0.0516,-0.05673076923076922
S.Res. 302,114,11/03/2015,Democratic,rights,-0.9967,-0.025467032967032982
S. 1835,114,07/22/2015,Democratic,rights,0.9895,0.029787234042553176
H.Res. 413,114,09/09/2015,Democratic,rights,-0.9992,-0.13493326118326118
S.Res. 550,114,09/08/2016,Democratic,rights,0.997,0.2120689655172414
H.Res. 952,114,12/08/2016,Democratic,rights,0.9501,0.07685185185185185
H.R. 1124,114,02/26/2015,Democratic,rights,0.9951,0.09166666666666667
H.R. 6499,114,12/08/2016,Democratic,rights,-0.9779,-0.03550016976487564
S. 1610,114,06/18/2015,Democratic,rights,0.9988,0.045706498591961124
S. 2802,114,04/14/2016,Republican,rights,0.999,-0.026291079812206578
H.R. 4379,114,01/13/2016,Republican,rights,-0.9561,0.0
H.R. 1488,114,03/19/2015,Republican,rights,0.9811,0.15476190476190477
H.Res. 656,114,03/21/2016,Republican,rights,0.9951,0.1165032679738562
H.R. 86,114,01/06/2015,Republican,rights,0.9062,0.1846153846153846
H.R. 3799,114,10/22/2015,Republican,rights,0.9715,0.07061688311688309
S. 2236,114,11/04/2015,Republican,rights,0.9715,0.07061688311688309
H.Res. 731,114,05/16/2016,Republican,rights,-0.9795,-0.0409047619047619
H.R. 4951,114,04/14/2016,Republican,rights,0.9337,0.054910714285714285
H.R. 4550,114,02/11/2016,Republican,rights,0.9001,0.1383116883116883
H.R. 402,114,01/16/2015,Republican,rights,0.9329,-0.008928571428571432
S. 874,114,03/26/2015,Republican,rights,0.9712,0.04187088885140828
H.R. 1701,114,03/26/2015,Republican,rights,0.9712,0.04187088885140828
S. 1308,114,05/12/2015,Republican,rights,-0.9595,0.056256332320162104
H.R. 131,114,01/06/2015,Republican,rights,-0.9595,0.057479296066252586
S. 2359,114,12/03/2015,Republican,rights,0.9372,0.03606017497526934
H.R. 4928,114,04/13/2016,Republican,rights,0.886,0.2333333333333333
S. 1594,114,06/17/2015,Republican,rights,0.9992,0.04089688506981741
H.R. 4300,114,12/18/2015,Republican,rights,0.9992,0.04089688506981741
H.R. 5034,114,04/21/2016,Republican,rights,0.8126,-0.016666666666666666
S. 1341,114,05/14/2015,Republican,rights,0.9976,0.08153475896531445
H.Res. 582,114,01/07/2016,Republican,rights,0.9917,0.029761904761904757
H.R. 3146,114,07/21/2015,Republican,rights,0.2023,-0.10842857142857133
H.R. 433,114,01/21/2015,Republican,rights,0.9902,0.05024951899951899
H.R. 986,114,02/13/2015,Republican,rights,0.5648,0.01757142857142856
H.R. 2561,114,05/21/2015,Republican,rights,0.9914,0.03283208020050126
S. 477,114,02/12/2015,Republican,rights,-0.8542,-0.0051075268817204296
H.R. 1413,114,03/17/2015,Republican,rights,-0.8542,-0.0051075268817204296
H.Res. 870,114,09/15/2016,Republican,rights,0.9946,0.15579725829725832
S. 1823,114,07/21/2015,Republican,rights,0.9725,-0.0936320754716981
S. 498,114,02/12/2015,Republican,rights,0.9322,-0.02773809523809524
H.R. 923,114,02/12/2015,Republican,rights,0.9322,-0.02773809523809524
S. 231,114,01/22/2015,Republican,rights,0.9887,0.05320537305831423
S. 1821,114,07/21/2015,Republican,rights,0.9666,-0.05377604166666667
H.Res. 779,114,06/13/2016,Republican,rights,-0.8402,0.005402930402930395
S. 2209,114,10/27/2015,Republican,rights,0.9918,0.17278645833333336
H.R. 2710,114,06/10/2015,Republican,rights,0.9904,0.16624293785310734
S.Res. 167,114,05/05/2015,Republican,rights,-0.9962,0.029565131837859106
S. 1351,114,05/14/2015,Republican,rights,0.9759,0.1438095238095238
H.R. 2246,114,05/08/2015,Republican,rights,0.9759,0.1438095238095238
S. 670,114,03/04/2015,Republican,rights,0.9923,0.019216954022988515
H.R. 1654,114,03/26/2015,Republican,rights,0.9957,0.022116174055829226
H.R. 3829,114,10/26/2015,Republican,rights,-0.9887,0.02472507816257817
H.R. 3848,114,10/28/2015,Republican,rights,0.9989,0.01256730024941948
H.R. 204,114,01/08/2015,Republican,rights,-0.9957,0.0015556238633161674
H.R. 3293,114,07/29/2015,Republican,rights,0.999,0.13861024033437827
H.R. 712,114,02/04/2015,Republican,rights,0.9997,0.044848748812163455
H.R. 3762,114,10/16/2015,Republican,rights,0.9989,0.11410233285233282
H.R. 636,114,02/02/2015,Republican,rights,1.0,0.04922639889829614
H.R. 2406,114,05/19/2015,Republican,rights,1.0,0.042932130499980195
S. 3040,114,06/09/2016,Republican,rights,1.0,0.07201332434650695
H.R. 5926,114,07/22/2016,Republican,rights,1.0,0.06365383050179536
S. 1626,114,06/18/2015,Republican,rights,1.0,0.09034754044510149
S. 2131,114,10/05/2015,Republican,rights,1.0,0.06599327695226688
H.R. 2578,114,05/27/2015,Republican,rights,1.0,0.07415135164310167
S. 1376,114,05/19/2015,Republican,rights,1.0,0.02531450362734653
S. 1356,114,05/14/2015,Republican,rights,1.0,0.024158571928647277
S. 2132,114,10/05/2015,Republican,rights,1.0,0.08047005817445346
S. 1732,114,07/09/2015,Republican,rights,1.0,0.09324902465373837
